"REGION","PROVINCE","distname","year","purchase_quantity","month1","month2","month3","month4","month5","month6","month7","month8","month9","month10","month11","month12"
"NORTHWEST","COPPERBELT","Chingola","fra0708",607,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Lufwanyama","fra0708",4027.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mufulira","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kabompo","fra0708",1612.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kalulushi","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kitwe","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Ndola_urban","fra0708",486.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kasempa","fra0708",4554.15,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mufumbwe","fra0708",2317.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Luanshya","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Mambwe","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Masaiti","fra0708",3131.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Zambezi","fra0708",22.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Chavuma","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chipata","fra0708",28802.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mpongwe","fra0708",9492.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mkushi","fra0708",14439.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Petauke","fra0708",22809.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kapiri_Mposhi","fra0708",4759.5,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Lukulu","fra0708",49.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Katete","fra0708",19132.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chadiza","fra0708",18483.25,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Nyimba","fra0708",9103.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kaoma","fra0708",4106.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kalabo","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mumbwa","fra0708",12322.15,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kabwe_urban","fra0708",14451.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Chibombo","fra0708",14155.2,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Mongu","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Chongwe","fra0708",10677.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Luangwa","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Lusaka_urban","fra0708",4649.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Kafue","fra0708",1067.5,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","ItezhiTezhi","fra0708",5481.6,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Senanga","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Mazabuka","fra0708",15891.8,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Sesheke","fra0708",2007.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Namwala","fra0708",7889.9,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Monze","fra0708",13621.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Shangombo","fra0708",338.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Siavonga","fra0708",333.6,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kazungula","fra0708",8505.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Choma","fra0708",14120.95,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kalomo","fra0708",24362.3,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Gwembe","fra0708",340.75,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Sinazongwe","fra0708",77.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Livingstone","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kaputa","fra0809",1367.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpulungu","fra0809",1515.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Chienge","fra0809",2295.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mbala","fra0809",4795.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Nchelenge","fra0809",809.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Nakonde","fra0809",3304.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Kawambwa","fra0809",3922.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mporokoso","fra0809",2436.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mungwi","fra0809",2803.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Isoka","fra0809",6590.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chinsali","fra0809",2311.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kasama","fra0809",2954.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mwense","fra0809",828.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Luwingu","fra0809",1953,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chama","fra0809",281.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chilubi","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Samfya","fra0809",1108.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mansa","fra0809",2314.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mwinilunga","fra0809",1497.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpika","fra0809",1641.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Milenge","fra0809",1441.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Solwezi","fra0809",592.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Lundazi","fra0809",3273.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Serenje","fra0809",1786.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chililabombwe","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chingola","fra0809",217.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Lufwanyama","fra0809",1182.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mufulira","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kabompo","fra0809",1623.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kalulushi","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kitwe","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Ndola_urban","fra0809",33.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kasempa","fra0809",1529.05,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mufumbwe","fra0809",1428.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Luanshya","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Mambwe","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Masaiti","fra0809",244.55,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Zambezi","fra0809",38.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Chavuma","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chipata","fra0809",1246.35,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mpongwe","fra0809",549.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mkushi","fra0809",205.2,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Petauke","fra0809",952.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kapiri_Mposhi","fra0809",163.8,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Lukulu","fra0809",3.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Katete","fra0809",4447.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chadiza","fra0809",1700.95,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Nyimba","fra0809",342.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kaoma","fra0809",130.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kalabo","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mumbwa","fra0809",145.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kabwe_urban","fra0809",947.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Chibombo","fra0809",394.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Mongu","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Chongwe","fra0809",161.5,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Luangwa","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Lusaka_urban","fra0809",25.85,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Kafue","fra0809",4.85,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","ItezhiTezhi","fra0809",1055.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Senanga","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Mazabuka","fra0809",103.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Sesheke","fra0809",430.95,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Namwala","fra0809",143.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Monze","fra0809",78.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Shangombo","fra0809",68.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Siavonga","fra0809",82.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kazungula","fra0809",402.05,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Choma","fra0809",318.8,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kalomo","fra0809",1635.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Gwembe","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Sinazongwe","fra0809",11,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Livingstone","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kaputa","fra0910",2125.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpulungu","fra0910",2642.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Chienge","fra0910",3078.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mbala","fra0910",11014.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Nchelenge","fra0910",1433.55,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Nakonde","fra0910",6480.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Kawambwa","fra0910",3145.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mporokoso","fra0910",2896.95,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mungwi","fra0910",3852.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Isoka","fra0910",10754.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chinsali","fra0910",3966.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kasama","fra0910",5487.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mwense","fra0910",972.15,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Luwingu","fra0910",2448.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chama","fra0910",1350.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chilubi","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Samfya","fra0910",1393.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mansa","fra0910",3953.05,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mwinilunga","fra0910",1731.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpika","fra0910",4725.05,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Milenge","fra0910",677.45,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Solwezi","fra0910",1314,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Lundazi","fra0910",8105.45,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Serenje","fra0910",4844.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chililabombwe","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chingola","fra0910",229.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Lufwanyama","fra0910",1872.6,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mufulira","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kabompo","fra0910",1639.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kalulushi","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kitwe","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Ndola_urban","fra0910",106.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kasempa","fra0910",3121.35,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mufumbwe","fra0910",1907,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Luanshya","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Mambwe","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Masaiti","fra0910",918.6,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Zambezi","fra0910",159.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Chavuma","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chipata","fra0910",8270.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mpongwe","fra0910",1383.35,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mkushi","fra0910",3663.4,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Petauke","fra0910",5662.6,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kapiri_Mposhi","fra0910",1814.5,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Lukulu","fra0910",24.2,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Katete","fra0910",11257.25,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chadiza","fra0910",3481.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Nyimba","fra0910",3212.9,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kaoma","fra0910",1525.25,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kalabo","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mumbwa","fra0910",5195.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kabwe_urban","fra0910",3156,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Chibombo","fra0910",5231.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Mongu","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Chongwe","fra0910",4105,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Luangwa","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Lusaka_urban","fra0910",1524.85,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Kafue","fra0910",750.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","ItezhiTezhi","fra0910",3482.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Senanga","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Mazabuka","fra0910",4910.3,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Sesheke","fra0910",3034.85,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Namwala","fra0910",3631.95,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Monze","fra0910",7530.6,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Shangombo","fra0910",355.05,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Siavonga","fra0910",437.3,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kazungula","fra0910",4129.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Choma","fra0910",4399.4,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kalomo","fra0910",6979.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Gwembe","fra0910",596.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Sinazongwe","fra0910",532.3,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Livingstone","fra0910",0,0,0,0,0,0,0,0,0,0,0,0,0
